Region,Data_Date,Month_Day_MonthName,Month,Campaign,Clicks,Impr,Unique Impr,Current_Code,Cost,Click_Conversions,View_Conversion,CPC,CPA,Channel,Funnel_Stage
Oklahoma,2025-04-24,24 - 24 - April,April 2025,[SG] Oklahoma | BOF | Web RT,4,2667,109,USD,17.54,0,0,4.385,0,Slynd DTC Display StackAapt,BOF
Florida,2025-04-24,24 - 24 - April,April 2025,[SG] Florida | BOF | Web RT,3,5368,657,USD,32.51,0,0,10.83666667,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-04-24,24 - 24 - April,April 2025,[SG] Tennessee | BOF | Web RT,0,1113,119,USD,16.43,0,0,0,0,Slynd DTC Video StackAapt,BOF
Delaware,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | TOF,0,141,36,USD,2.07,0,0,0,0,Slynd DTC Video StackAapt,TOF
Illinois,2025-04-24,24 - 24 - April,April 2025,[SG] Illinois | TOF,11,8130,2501,USD,38.82,0,0,3.529090909,0,Slynd DTC Display StackAapt,TOF
Louisiana,2025-04-24,24 - 24 - April,April 2025,[SG] Louisiana | BOF | Web RT,1,1890,111,USD,12.34,0,0,12.34,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-04-24,24 - 24 - April,April 2025,[SG] Tennessee | TOF,10,8070,1512,USD,39.46,0,0,3.946,0,Slynd DTC Display StackAapt,TOF
South Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | TOF,0,190,54,USD,2.8,0,0,0,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-04-24,24 - 24 - April,April 2025,[SG] Louisiana | TOF,10,3674,1094,USD,17.68,0,0,1.768,0,Slynd DTC Display StackAapt,TOF
Washington,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,154,40,USD,2.27,0,0,0,0,Slynd DTC Video StackAapt,BOF
Texas,2025-04-24,24 - 24 - April,April 2025,[SG] Texas | BOF | Web RT,6,5403,347,USD,36.22,0,0,6.036666667,0,Slynd DTC Display StackAapt,BOF
Delaware,2025-04-24,24 - 24 - April,April 2025,[SG] Delaware | BOF | Web RT,0,1332,106,USD,11.2,0,0,0,0,Slynd DTC Display StackAapt,BOF
Missouri,2025-04-24,24 - 24 - April,April 2025,[SG] Missouri | BOF | Web RT,4,5463,390,USD,48.21,0,0,12.0525,0,Slynd DTC Display StackAapt,BOF
Massachusetts,2025-04-24,24 - 24 - April,April 2025,[SG] Massachusetts | TOF,2,1871,985,USD,9.23,0,0,4.615,0,Slynd DTC Display StackAapt,TOF
South Dakota,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | South Dakota | TOF,0,46,7,USD,1.8,0,0,0,0,Slynd DTP Display StackAapt,TOF
Georgia,2025-04-24,24 - 24 - April,April 2025,[SG] Georgia | BOF | Web RT,1,2467,197,USD,16.53,0,0,16.53,0,Slynd DTC Display StackAapt,BOF
South Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  South Carolina | TOF,1,692,29,USD,26.16,0,0,26.16,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | TOF,0,123,29,USD,1.82,0,0,0,0,Slynd DTC Video StackAapt,TOF
Arizona,2025-04-24,24 - 24 - April,April 2025,[SG] Arizona | TOF,2,1905,506,USD,28.03,0,0,14.015,0,Slynd DTC Video StackAapt,TOF
Arkansas,2025-04-24,24 - 24 - April,April 2025,[SG] Arkansas | TOF,4,5487,982,USD,30.19,0,0,7.5475,0,Slynd DTC Display StackAapt,TOF
Connecticut,2025-04-24,24 - 24 - April,April 2025,[SG] Connecticut | BOF | Web RT,2,1640,94,USD,10.77,0,0,5.385,0,Slynd DTC Display StackAapt,BOF
Georgia,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,1,269,52,USD,3.96,0,0,3.96,0,Slynd DTC Video StackAapt,BOF
Colorado,2025-04-24,24 - 24 - April,April 2025,[SG] Colorado | TOF,2,2429,813,USD,11.88,0,0,5.94,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-04-24,24 - 24 - April,April 2025,[SG] Arkansas | BOF | Web RT,0,3265,181,USD,28.88,0,0,0,0,Slynd DTC Display StackAapt,BOF
Indiana,2025-04-24,24 - 24 - April,April 2025,[SG] Indiana | BOF | Web RT,4,5297,351,USD,35.26,0,0,8.815,0,Slynd DTC Display StackAapt,BOF
Georgia,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | TOF,0,611,125,USD,8.98,0,0,0,0,Slynd DTC Video StackAapt,TOF
Oklahoma,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | TOF,0,387,98,USD,5.71,0,0,0,0,Slynd DTC Video StackAapt,TOF
New York,2025-04-24,24 - 24 - April,April 2025,[SG] New York | TOF,0,1617,355,USD,23.68,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maine,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Maine | TOF,0,22,4,USD,0.81,0,0,0,0,Slynd DTP Display StackAapt,TOF
New Jersey,2025-04-24,24 - 24 - April,April 2025,[SG] New Jersey | BOF | Web RT,1,2309,187,USD,34.87,0,0,34.87,0,Slynd DTC Video StackAapt,BOF
Maryland,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,143,16,USD,2.11,0,0,0,0,Slynd DTC Video StackAapt,BOF
Connecticut,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,2,250,29,USD,3.7,0,0,1.85,0,Slynd DTC Video StackAapt,BOF
Massachusetts,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Massachusetts | TOF,0,368,16,USD,13.77,0,0,0,0,Slynd DTP Display StackAapt,TOF
Iowa,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Iowa | TOF,0,131,11,USD,4.92,0,0,0,0,Slynd DTP Display StackAapt,TOF
South Dakota,2025-04-24,24 - 24 - April,April 2025,[SG] South Dakota | BOF | Web RT,0,114,14,USD,0.95,0,0,0,0,Slynd DTC Display StackAapt,BOF
Maine,2025-04-24,24 - 24 - April,April 2025,[SG] Maine | TOF,1,1378,327,USD,7.68,0,0,7.68,0,Slynd DTC Display StackAapt,TOF
Louisiana,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | TOF,0,417,103,USD,6.15,0,0,0,0,Slynd DTC Video StackAapt,TOF
Kansas,2025-04-24,24 - 24 - April,April 2025,[SG] Kansas | BOF | Web RT,0,540,43,USD,3.48,0,0,0,0,Slynd DTC Display StackAapt,BOF
Texas,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Focused | TOF,0,1925,494,USD,28.22,0,0,0,0,Slynd DTC Video StackAapt,TOF
Colorado,2025-04-24,24 - 24 - April,April 2025,[SG] Colorado | BOF | Web RT,0,2130,112,USD,13.83,0,0,0,0,Slynd DTC Display StackAapt,BOF
Maryland,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Maryland | TOF,0,186,9,USD,6.92,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arkansas,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Focused | TOF,0,173,48,USD,2.56,0,0,0,0,Slynd DTC Video StackAapt,TOF
North Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | North Carolina | TOF,0,255,22,USD,9.76,0,0,0,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-04-24,24 - 24 - April,April 2025,[SG] Ohio | TOF,1,1547,349,USD,22.81,0,0,22.81,0,Slynd DTC Video StackAapt,TOF
Illinois,2025-04-24,24 - 24 - April,April 2025,[SG] Illinois | BOF | Web RT,1,710,127,USD,10.5,0,0,10.5,0,Slynd DTC Video StackAapt,BOF
Kentucky,2025-04-24,24 - 24 - April,April 2025,[SG] Kentucky | TOF,13,9657,1968,USD,60.14,0,0,4.626153846,0,Slynd DTC Display StackAapt,TOF
Iowa,2025-04-24,24 - 24 - April,April 2025,[SG] Iowa | TOF,0,1566,566,USD,7.65,0,0,0,0,Slynd DTC Display StackAapt,TOF
South Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] South Carolina | TOF,9,4836,2206,USD,24.02,0,0,2.668888889,0,Slynd DTC Display StackAapt,TOF
New York,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  New York | TOF,0,2169,66,USD,82.53,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-04-24,24 - 24 - April,April 2025,[SG] California | BOF | Web RT,0,3409,197,USD,22.14,0,0,0,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Tennessee | TOF,0,362,31,USD,13.7,0,0,0,0,Slynd DTP Display StackAapt,TOF
Oklahoma,2025-04-24,24 - 24 - April,April 2025,[SG] Oklahoma | TOF,5,3617,858,USD,17.67,0,0,3.534,0,Slynd DTC Display StackAapt,TOF
Connecticut,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Connecticut | TOF,0,213,9,USD,8.06,0,0,0,0,Slynd DTP Display StackAapt,TOF
New Jersey,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  New Jersey | TOF,1,1072,24,USD,40.99,0,0,40.99,0,Slynd DTP Display StackAapt,TOF
Kentucky,2025-04-24,24 - 24 - April,April 2025,[SG] Kentucky | BOF | Web RT,1,7749,493,USD,68.88,0,0,68.88,0,Slynd DTC Display StackAapt,BOF
Ohio,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Ohio | TOF,0,526,31,USD,20.29,0,0,0,0,Slynd DTP Display StackAapt,TOF
Missouri,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Missouri | TOF,1,667,40,USD,24.76,0,0,24.76,0,Slynd DTP Display StackAapt,TOF
Iowa,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | TOF,0,81,13,USD,1.19,0,0,0,0,Slynd DTC Video StackAapt,TOF
Nebraska,2025-04-24,24 - 24 - April,April 2025,[SG] Nebraska | BOF | Web RT,0,563,37,USD,3.61,0,0,0,0,Slynd DTC Display StackAapt,BOF
Maryland,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | TOF,0,433,81,USD,6.37,0,0,0,0,Slynd DTC Video StackAapt,TOF
Iowa,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Focused | TOF,0,131,28,USD,1.93,0,0,0,0,Slynd DTC Video StackAapt,TOF
New York,2025-04-25,25 - 25 - April,April 2025,[SG] New York | BOF | Web RT,12,17727,746,USD,53.02,0,0,4.418333333,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-04-25,25 - 25 - April,April 2025,[SG] Virginia | BOF | Web RT,0,1943,129,USD,12.85,0,0,0,0,Slynd DTC Display StackAapt,BOF
Maine,2025-04-25,25 - 25 - April,April 2025,[SG] Maine | BOF | Web RT,0,252,19,USD,1.98,0,0,0,0,Slynd DTC Display StackAapt,BOF
Delaware,2025-04-25,25 - 25 - April,April 2025,[SG] Delaware | BOF | Web RT,2,1236,70,USD,9.47,0,0,4.735,0,Slynd DTC Display StackAapt,BOF
Arizona,2025-04-25,25 - 25 - April,April 2025,[SG] Arizona | TOF,2,1922,577,USD,28.29,0,0,14.145,0,Slynd DTC Video StackAapt,TOF
Florida,2025-04-25,25 - 25 - April,April 2025,[SG] Florida | BOF | Web RT,6,4373,545,USD,27.15,0,0,4.525,0,Slynd DTC Display StackAapt,BOF
Maine,2025-04-25,25 - 25 - April,April 2025,[SG] Maine | TOF,1,1419,340,USD,7.69,0,0,7.69,0,Slynd DTC Display StackAapt,TOF
Arizona,2025-04-25,25 - 25 - April,April 2025,[SG] Arizona | BOF | Web RT,5,5243,395,USD,46.82,0,0,9.364,0,Slynd DTC Display StackAapt,BOF
Kansas,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | TOF,0,128,30,USD,1.91,0,0,0,0,Slynd DTC Video StackAapt,TOF
Colorado,2025-04-25,25 - 25 - April,April 2025,[SG] Colorado | TOF,3,2438,861,USD,11.9,0,0,3.966666667,0,Slynd DTC Display StackAapt,TOF
Kentucky,2025-04-25,25 - 25 - April,April 2025,[SG] Kentucky | TOF,6,2879,780,USD,42.43,0,0,7.071666667,0,Slynd DTC Video StackAapt,TOF
Delaware,2025-04-25,25 - 25 - April,April 2025,[SG] Delaware | TOF,2,3171,968,USD,17.09,0,0,8.545,0,Slynd DTC Display StackAapt,TOF
Tennessee,2025-04-25,25 - 25 - April,April 2025,[SG] DTP |  Tennessee | TOF,0,454,33,USD,17.5,0,0,0,0,Slynd DTP Display StackAapt,TOF
Louisiana,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,1,262,16,USD,3.88,0,0,3.88,0,Slynd DTC Video StackAapt,BOF
Oklahoma,2025-04-25,25 - 25 - April,April 2025,[SG] Oklahoma | TOF,5,3647,1149,USD,17.6,0,0,3.52,0,Slynd DTC Display StackAapt,TOF
Texas,2025-04-25,25 - 25 - April,April 2025,[SG] Texas | BOF | Web RT,1,4132,263,USD,27.9,0,0,27.9,0,Slynd DTC Display StackAapt,BOF
South Dakota,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Focused | TOF,0,28,6,USD,0.41,0,0,0,0,Slynd DTC Video StackAapt,TOF
Delaware,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Delaware | TOF,0,47,5,USD,1.8,0,0,0,0,Slynd DTP Display StackAapt,TOF
New Jersey,2025-04-25,25 - 25 - April,April 2025,[SG] DTP |  New Jersey | TOF,0,697,29,USD,26.4,0,0,0,0,Slynd DTP Display StackAapt,TOF
North Carolina,2025-04-25,25 - 25 - April,April 2025,[SG] North Carolina | BOF | Web RT,1,2599,216,USD,17.2,0,0,17.2,0,Slynd DTC Display StackAapt,BOF
Arkansas,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Focused | TOF,0,147,44,USD,2.17,0,0,0,0,Slynd DTC Video StackAapt,TOF
Arkansas,2025-04-25,25 - 25 - April,April 2025,[SG] Arkansas | BOF | Web RT,1,3157,239,USD,27.47,0,0,27.47,0,Slynd DTC Display StackAapt,BOF
Maryland,2025-04-25,25 - 25 - April,April 2025,[SG] Maryland | BOF | Web RT,1,1588,118,USD,10.24,0,0,10.24,0,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-04-25,25 - 25 - April,April 2025,[SG] Oklahoma | BOF | Web RT,3,2806,126,USD,18.54,0,0,6.18,0,Slynd DTC Display StackAapt,BOF
Kentucky,2025-04-25,25 - 25 - April,April 2025,[SG] Kentucky | BOF | Web RT,2,6284,414,USD,56.04,0,0,28.02,0,Slynd DTC Display StackAapt,BOF
Arizona,2025-04-25,25 - 25 - April,April 2025,[SG] Arizona | TOF,6,7187,2922,USD,40.66,0,0,6.776666667,0,Slynd DTC Display StackAapt,TOF
Texas,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Focused | TOF,0,1981,513,USD,28.86,0,0,0,0,Slynd DTC Video StackAapt,TOF
Missouri,2025-04-25,25 - 25 - April,April 2025,[SG] Missouri | BOF | Web RT,1,5612,451,USD,49.53,0,0,49.53,0,Slynd DTC Display StackAapt,BOF
Maine,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Maine | TOF,0,1,0,USD,0.04,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | TOF,0,1085,219,USD,16.01,0,0,0,0,Slynd DTC Video StackAapt,TOF
California,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Focused | TOF,0,827,165,USD,12.1,0,0,0,0,Slynd DTC Video StackAapt,TOF
South Carolina,2025-04-25,25 - 25 - April,April 2025,[SG] South Carolina | TOF,6,4450,1966,USD,22.15,0,0,3.691666667,0,Slynd DTC Display StackAapt,TOF
California,2025-04-25,25 - 25 - April,April 2025,[SG] California | TOF,4,3714,2204,USD,19.68,0,0,4.92,0,Slynd DTC Display StackAapt,TOF
North Carolina,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,170,32,USD,2.5,0,0,0,0,Slynd DTC Video StackAapt,BOF
New Jersey,2025-04-25,25 - 25 - April,April 2025,[SG] New Jersey | TOF,25,17517,6494,USD,87.92,0,0,3.5168,0,Slynd DTC Display StackAapt,TOF
Maine,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,16,2,USD,0.24,0,0,0,0,Slynd DTC Video StackAapt,BOF
Tennessee,2025-04-25,25 - 25 - April,April 2025,[SG] Tennessee | BOF | Web RT,2,6406,359,USD,43.15,0,0,21.575,0,Slynd DTC Display StackAapt,BOF
Iowa,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,45,9,USD,0.66,0,0,0,0,Slynd DTC Video StackAapt,BOF
Ohio,2025-04-25,25 - 25 - April,April 2025,[SG] Ohio | BOF | Web RT,3,5434,359,USD,36.44,0,0,12.14666667,0,Slynd DTC Display StackAapt,BOF
Iowa,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Iowa | TOF,0,94,6,USD,3.49,0,0,0,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Nebraska | TOF,0,131,11,USD,4.97,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arkansas,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Focused | BOF | Web RT,0,124,20,USD,1.86,0,0,0,0,Slynd DTC Video StackAapt,BOF
North Carolina,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | TOF,0,806,107,USD,11.81,0,0,0,0,Slynd DTC Video StackAapt,TOF
Pennsylvania,2025-04-25,25 - 25 - April,April 2025,[SG] Pennsylvania | TOF,3,2629,1456,USD,13.01,0,0,4.336666667,0,Slynd DTC Display StackAapt,TOF
Virginia,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,358,24,USD,5.3,0,0,0,0,Slynd DTC Video StackAapt,BOF
South Carolina,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | TOF,0,230,45,USD,3.38,0,0,0,0,Slynd DTC Video StackAapt,TOF
Washington,2025-04-25,25 - 25 - April,April 2025,[SG] Washington | BOF | Web RT,3,3172,136,USD,20.82,0,0,6.94,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | TOF,1,1270,242,USD,18.67,0,0,18.67,0,Slynd DTC Video StackAapt,TOF
Indiana,2025-04-25,25 - 25 - April,April 2025,[SG] DTP |  Indiana | TOF,0,202,14,USD,7.83,0,0,0,0,Slynd DTP Display StackAapt,TOF
Kansas,2025-04-25,25 - 25 - April,April 2025,[SG] Kansas | TOF,3,1932,743,USD,10.51,0,0,3.503333333,0,Slynd DTC Display StackAapt,TOF
New York,2025-04-25,25 - 25 - April,April 2025,[SG] New York | BOF | Web RT,0,1009,191,USD,14.9,0,0,0,0,Slynd DTC Video StackAapt,BOF
Pennsylvania,2025-04-25,25 - 25 - April,April 2025,[SG] Pennsylvania | BOF | Web RT,0,2727,196,USD,18.17,0,0,0,0,Slynd DTC Display StackAapt,BOF
Florida,2025-04-25,25 - 25 - April,April 2025,[SG] DTP |  Florida | TOF,0,424,66,USD,16.3,0,0,0,0,Slynd DTP Display StackAapt,TOF
Washington,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | TOF,0,526,125,USD,7.76,0,0,0,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-04-25,25 - 25 - April,April 2025,[SG] Louisiana | TOF,3,3568,1035,USD,17.68,0,0,5.893333333,0,Slynd DTC Display StackAapt,TOF
South Dakota,2025-04-25,25 - 25 - April,April 2025,[SG] South Dakota | BOF | Web RT,0,90,15,USD,0.78,0,0,0,0,Slynd DTC Display StackAapt,BOF
Missouri,2025-04-25,25 - 25 - April,April 2025,[SG] Missouri | TOF,12,8659,2870,USD,49.45,0,0,4.120833333,0,Slynd DTC Display StackAapt,TOF
Louisiana,2025-04-25,25 - 25 - April,April 2025,[SG] Louisiana | BOF | Web RT,1,2182,132,USD,14.3,0,0,14.3,0,Slynd DTC Display StackAapt,BOF
Kentucky,2025-04-25,25 - 25 - April,April 2025,[SG] Kentucky | TOF,11,10756,2444,USD,60.33,0,0,5.484545455,0,Slynd DTC Display StackAapt,TOF
Missouri,2025-04-25,25 - 25 - April,April 2025,[SG] Missouri | BOF | Web RT,1,925,125,USD,13.66,0,0,13.66,0,Slynd DTC Video StackAapt,BOF
Oklahoma,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Oklahoma | TOF,0,142,5,USD,5.29,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arizona,2025-04-25,25 - 25 - April,April 2025,[SG] Arizona | BOF | Web RT,0,613,91,USD,9.04,0,0,0,0,Slynd DTC Video StackAapt,BOF
Connecticut,2025-04-25,25 - 25 - April,April 2025,[SG] Connecticut | BOF | Web RT,0,1590,81,USD,10.52,0,0,0,0,Slynd DTC Display StackAapt,BOF
Illinois,2025-04-25,25 - 25 - April,April 2025,[SG] Illinois | TOF,5,8124,2420,USD,38.82,0,0,7.764,0,Slynd DTC Display StackAapt,TOF
Maryland,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | TOF,0,432,78,USD,6.37,0,0,0,0,Slynd DTC Video StackAapt,TOF
Indiana,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,559,51,USD,8.19,0,0,0,0,Slynd DTC Video StackAapt,BOF
Nebraska,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,41,8,USD,0.62,0,0,0,0,Slynd DTC Video StackAapt,BOF
South Dakota,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | South Dakota | TOF,0,34,6,USD,1.38,0,0,0,0,Slynd DTP Display StackAapt,TOF
Oklahoma,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,223,19,USD,3.28,0,0,0,0,Slynd DTC Video StackAapt,BOF
Connecticut,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | TOF,0,591,124,USD,8.7,0,0,0,0,Slynd DTC Video StackAapt,TOF
Delaware,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | TOF,0,145,24,USD,2.13,0,0,0,0,Slynd DTC Video StackAapt,TOF
Nebraska,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | TOF,0,134,19,USD,1.98,0,0,0,0,Slynd DTC Video StackAapt,TOF
Georgia,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,167,38,USD,2.44,0,0,0,0,Slynd DTC Video StackAapt,BOF
Louisiana,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Louisiana | TOF,1,286,16,USD,11.15,0,0,11.15,0,Slynd DTP Display StackAapt,TOF
Kansas,2025-04-25,25 - 25 - April,April 2025,[SG] Kansas | BOF | Web RT,1,365,31,USD,2.32,0,0,2.32,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-04-25,25 - 25 - April,April 2025,[SG] Tennessee | TOF,6,8008,1969,USD,39.33,0,0,6.555,0,Slynd DTC Display StackAapt,TOF
Iowa,2025-04-25,25 - 25 - April,April 2025,[SG] Iowa | BOF | Web RT,0,139,15,USD,0.87,0,0,0,0,Slynd DTC Display StackAapt,BOF
New York,2025-04-25,25 - 25 - April,April 2025,[SG] New York | TOF,0,1623,428,USD,23.74,0,0,0,0,Slynd DTC Video StackAapt,TOF
Washington,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,1,105,28,USD,1.55,0,0,1.55,0,Slynd DTC Video StackAapt,BOF
Oklahoma,2025-04-25,25 - 25 - April,April 2025,[SG] DTC Skewed | TOF,0,449,90,USD,6.62,0,0,0,0,Slynd DTC Video StackAapt,TOF
Washington,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Washington | TOF,1,410,28,USD,15.49,0,0,15.49,0,Slynd DTP Display StackAapt,TOF
Maryland,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Maryland | TOF,0,325,22,USD,12.25,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arkansas,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Arkansas | TOF,0,51,9,USD,1.89,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-04-25,25 - 25 - April,April 2025,[SG] California | BOF | Web RT,2,3457,223,USD,22.81,0,0,11.405,0,Slynd DTC Display StackAapt,BOF
Pennsylvania,2025-04-25,25 - 25 - April,April 2025,[SG] DTP |  Pennsylvania | TOF,1,1061,41,USD,39.96,0,0,39.96,0,Slynd DTP Display StackAapt,TOF
Colorado,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,95,29,USD,1.42,0,0,0,0,Slynd DTC Video StackAapt,BOF
Connecticut,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Connecticut | TOF,0,136,11,USD,5.08,0,0,0,0,Slynd DTP Display StackAapt,TOF
Georgia,2025-04-25,25 - 25 - April,April 2025,[SG] Georgia | BOF | Web RT,1,1901,140,USD,12.72,0,0,12.72,0,Slynd DTC Display StackAapt,BOF
Massachusetts,2025-04-25,25 - 25 - April,April 2025,[SG] Massachusetts | TOF,3,2150,876,USD,10.32,0,0,3.44,0,Slynd DTC Display StackAapt,TOF
Maine,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Focused | TOF,0,63,13,USD,0.93,0,0,0,0,Slynd DTC Video StackAapt,TOF
South Carolina,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,1,133,23,USD,1.97,0,0,1.97,0,Slynd DTC Video StackAapt,BOF
Kentucky,2025-04-25,25 - 25 - April,April 2025,[SG] DTP |  Kentucky | TOF,0,1297,26,USD,48.79,0,0,0,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-04-25,25 - 25 - April,April 2025,[SG] Nebraska | BOF | Web RT,0,504,30,USD,3.21,0,0,0,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-04-25,25 - 25 - April,April 2025,[SG] DTP | Virginia | TOF,0,363,26,USD,13.87,0,0,0,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-04-25,25 - 25 - April,April 2025,[SG] DTP |  Ohio | TOF,0,550,52,USD,20.96,0,0,0,0,Slynd DTP Display StackAapt,TOF
Colorado,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Skewed | TOF,0,458,92,USD,6.75,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maryland,2025-04-25,25 - 25 - April,April 2025,[SG] Maryland | TOF,2,2333,963,USD,11.51,0,0,5.755,0,Slynd DTC Display StackAapt,TOF
Florida,2025-04-25,25 - 25 - April,April 2025,[SG] Florida | BOF | Web RT,1,1268,198,USD,18.63,0,0,18.63,0,Slynd DTC Video StackAapt,BOF
Pennsylvania,2025-04-25,25 - 25 - April,April 2025,[SG] DTP Focused | TOF,0,479,125,USD,7.06,0,0,0,0,Slynd DTC Video StackAapt,TOF
Arkansas,2025-04-25,25 - 25 - April,April 2025,[SG] Arkansas | TOF,2,5122,1150,USD,28.5,0,0,14.25,0,Slynd DTC Display StackAapt,TOF
Arizona,2025-04-25,25 - 25 - April,April 2025,[SG] DTP |  Arizona | TOF,1,431,18,USD,16.43,0,0,16.43,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-04-25,25 - 25 - April,April 2025,[SG] Ohio | TOF,0,1559,364,USD,22.89,0,0,0,0,Slynd DTC Video StackAapt,TOF
