Month,State,TRX,Inc_TRx,NRx,Inc_NRx
2024-09-30 12:00:00 AM,Tennessee,4013,-103,1523,-43
2024-10-31 12:00:00 AM,Tennessee,4592,579,1792,269
2024-11-30 12:00:00 AM,Tennessee,4095,-497,1567,-225
2024-12-31 12:00:00 AM,Tennessee,4770,675,1765,198
2025-01-31 12:00:00 AM,Tennessee,5028,258,1963,198
2025-02-28 12:00:00 AM,Tennessee,4366,-662,1708,-255
2025-03-31 12:00:00 AM,Tennessee,4781,415,1863,155
2025-04-30 12:00:00 AM,Tennessee,4745,-36,1891,28
2025-05-31 12:00:00 AM,Tennessee,4647,-98,1835,-56
2025-06-30 12:00:00 AM,Tennessee,1086,-3561,433,-1402
2023-05-31 12:00:00 AM,Texas,2846,0,1137,0
2023-06-30 12:00:00 AM,Texas,7874,5028,3299,2162
2023-07-31 12:00:00 AM,Texas,7842,-32,3272,-27
2023-08-31 12:00:00 AM,Texas,8697,855,3822,550
2023-09-30 12:00:00 AM,Texas,7898,-799,3352,-470
2023-10-31 12:00:00 AM,Texas,8083,185,3414,62
2023-11-30 12:00:00 AM,Texas,8052,-31,3357,-57
2023-12-31 12:00:00 AM,Texas,8103,51,3239,-118
2024-01-31 12:00:00 AM,Texas,8654,551,3669,430
2024-02-29 12:00:00 AM,Texas,6929,-1725,3044,-625
2024-03-31 12:00:00 AM,Texas,8478,1549,3988,944
2024-04-30 12:00:00 AM,Texas,10095,1617,3891,-97
2024-05-31 12:00:00 AM,Texas,8100,-1995,3570,-321
2024-06-30 12:00:00 AM,Texas,7535,-565,3377,-193
2024-07-31 12:00:00 AM,Texas,9503,1968,4051,674
2024-08-31 12:00:00 AM,Texas,8971,-532,3879,-172
2024-09-30 12:00:00 AM,Texas,8911,-60,3971,92
2024-10-31 12:00:00 AM,Texas,9805,894,4308,337
2024-11-30 12:00:00 AM,Texas,8254,-1551,3597,-711
2024-12-31 12:00:00 AM,Texas,9660,1406,4161,564
2025-01-31 12:00:00 AM,Texas,10114,454,4535,374
2025-02-28 12:00:00 AM,Texas,8981,-1133,4259,-276
2025-03-31 12:00:00 AM,Texas,9970,989,4524,265
2025-04-30 12:00:00 AM,Texas,10827,857,4833,309
2025-05-31 12:00:00 AM,Texas,11148,321,4784,-49
2025-06-30 12:00:00 AM,Texas,2383,-8765,1063,-3721
2023-05-31 12:00:00 AM,Unknown,42,0,18,0
2023-05-31 12:00:00 AM,Unknown,1,-41,0,-18
2023-06-30 12:00:00 AM,Unknown,137,136,71,71
2023-06-30 12:00:00 AM,Unknown,6,-131,2,-69
2023-07-31 12:00:00 AM,Unknown,144,138,67,65
2023-07-31 12:00:00 AM,Unknown,6,-138,3,-64
2023-08-31 12:00:00 AM,Unknown,121,115,58,55
2023-08-31 12:00:00 AM,Unknown,7,-114,1,-57
2023-09-30 12:00:00 AM,Unknown,3,-4,2,1
2023-09-30 12:00:00 AM,Unknown,126,123,62,60
2023-10-31 12:00:00 AM,Unknown,4,-122,1,-61
2023-10-31 12:00:00 AM,Unknown,2,-2,2,1
2023-10-31 12:00:00 AM,Unknown,122,120,67,65
2023-11-30 12:00:00 AM,Unknown,130,8,48,-19
2023-11-30 12:00:00 AM,Unknown,0,-130,0,-48
2023-12-31 12:00:00 AM,Unknown,2,2,2,2
2023-12-31 12:00:00 AM,Unknown,5,3,3,1
2023-12-31 12:00:00 AM,Unknown,134,129,65,62
2024-01-31 12:00:00 AM,Unknown,5,-129,3,-62
2024-01-31 12:00:00 AM,Unknown,167,162,77,74
2024-01-31 12:00:00 AM,Unknown,1,-166,0,-77
2024-02-29 12:00:00 AM,Unknown,8,7,7,7
2024-02-29 12:00:00 AM,Unknown,131,123,53,46
2024-03-31 12:00:00 AM,Unknown,2,-129,0,-53
2024-03-31 12:00:00 AM,Unknown,1,-1,1,1
2024-03-31 12:00:00 AM,Unknown,137,136,59,58
2024-03-31 12:00:00 AM,Unknown,1,-136,1,-58
2024-03-31 12:00:00 AM,Unknown,2,1,1,0
2024-04-30 12:00:00 AM,Unknown,185,183,94,93
2024-04-30 12:00:00 AM,Unknown,1,-184,1,-93
2024-04-30 12:00:00 AM,Unknown,3,2,0,-1
2024-04-30 12:00:00 AM,Unknown,1,-2,1,1
2024-05-31 12:00:00 AM,Unknown,179,178,94,93
2024-05-31 12:00:00 AM,Unknown,1,-178,0,-94
2024-05-31 12:00:00 AM,Unknown,0,-1,0,0
2024-06-30 12:00:00 AM,Unknown,3,3,0,0
2024-06-30 12:00:00 AM,Unknown,3,0,2,2
2024-06-30 12:00:00 AM,Unknown,0,-3,0,-2
2024-06-30 12:00:00 AM,Unknown,156,156,73,73
2024-06-30 12:00:00 AM,Unknown,1,-155,0,-73
2024-07-31 12:00:00 AM,Unknown,228,227,116,116
2024-07-31 12:00:00 AM,Unknown,1,-227,1,-115
2024-08-31 12:00:00 AM,Unknown,192,191,90,89
2024-08-31 12:00:00 AM,Unknown,2,-190,1,-89
2024-09-30 12:00:00 AM,Unknown,230,228,127,126
2024-09-30 12:00:00 AM,Unknown,1,-229,1,-126
2024-09-30 12:00:00 AM,Unknown,2,1,2,1
2024-09-30 12:00:00 AM,Unknown,2,0,1,-1
2024-10-31 12:00:00 AM,Unknown,2,0,1,0
2024-10-31 12:00:00 AM,Unknown,234,232,124,123
2024-11-30 12:00:00 AM,Unknown,204,-30,99,-25
2024-11-30 12:00:00 AM,Unknown,4,-200,3,-96
2024-11-30 12:00:00 AM,Unknown,2,-2,1,-2
2024-12-31 12:00:00 AM,Unknown,244,242,115,114
2024-12-31 12:00:00 AM,Unknown,4,-240,1,-114
2025-01-31 12:00:00 AM,Unknown,236,232,94,93
2025-01-31 12:00:00 AM,Unknown,2,-234,1,-93
2025-02-28 12:00:00 AM,Unknown,1,-1,0,-1
2025-02-28 12:00:00 AM,Unknown,221,220,96,96
2025-02-28 12:00:00 AM,Unknown,1,-220,1,-95
2025-02-28 12:00:00 AM,Unknown,5,4,1,0
2025-03-31 12:00:00 AM,Unknown,1,-4,1,0
2025-03-31 12:00:00 AM,Unknown,270,269,128,127
2025-03-31 12:00:00 AM,Unknown,3,-267,1,-127
2025-04-30 12:00:00 AM,Unknown,3,0,1,0
2025-04-30 12:00:00 AM,Unknown,251,248,106,105
2025-05-31 12:00:00 AM,Unknown,1,-250,1,-105
2025-05-31 12:00:00 AM,Unknown,1,0,0,-1
2025-05-31 12:00:00 AM,Unknown,286,285,115,115
2025-05-31 12:00:00 AM,Unknown,6,-280,1,-114
2025-06-30 12:00:00 AM,Unknown,1,-5,0,-1
2025-06-30 12:00:00 AM,Unknown,44,43,19,19
2023-05-31 12:00:00 AM,Utah,196,0,70,0
2023-06-30 12:00:00 AM,Utah,581,385,231,161
2023-07-31 12:00:00 AM,Utah,581,0,201,-30
2023-08-31 12:00:00 AM,Utah,613,32,245,44
2023-09-30 12:00:00 AM,Utah,582,-31,233,-12
2023-10-31 12:00:00 AM,Utah,632,50,253,20
2023-11-30 12:00:00 AM,Utah,622,-10,218,-35
2023-12-31 12:00:00 AM,Utah,653,31,243,25
2024-01-31 12:00:00 AM,Utah,671,18,247,4
2024-02-29 12:00:00 AM,Utah,575,-96,221,-26
2024-03-31 12:00:00 AM,Utah,740,165,316,95
2024-04-30 12:00:00 AM,Utah,881,141,367,51
2024-05-31 12:00:00 AM,Utah,799,-82,311,-56
2024-06-30 12:00:00 AM,Utah,784,-15,335,24
2024-07-31 12:00:00 AM,Utah,909,125,330,-5
2024-08-31 12:00:00 AM,Utah,869,-40,327,-3
2024-09-30 12:00:00 AM,Utah,871,2,334,7
2024-10-31 12:00:00 AM,Utah,987,116,367,33
2024-11-30 12:00:00 AM,Utah,925,-62,364,-3
2024-12-31 12:00:00 AM,Utah,1011,86,359,-5
2025-01-31 12:00:00 AM,Utah,1024,13,380,21
2025-02-28 12:00:00 AM,Utah,931,-93,377,-3
2025-03-31 12:00:00 AM,Utah,1080,149,446,69
2025-04-30 12:00:00 AM,Utah,1093,13,443,-3
2025-05-31 12:00:00 AM,Utah,1155,62,435,-8
2025-06-30 12:00:00 AM,Utah,277,-878,112,-323
2023-05-31 12:00:00 AM,Vermont,26,0,10,0
2023-06-30 12:00:00 AM,Vermont,66,40,21,11
2023-07-31 12:00:00 AM,Vermont,70,4,19,-2
2023-08-31 12:00:00 AM,Vermont,73,3,31,12
2023-09-30 12:00:00 AM,Vermont,47,-26,21,-10
2023-10-31 12:00:00 AM,Vermont,74,27,31,10
2023-11-30 12:00:00 AM,Vermont,64,-10,34,3
2023-12-31 12:00:00 AM,Vermont,67,3,23,-11
2024-01-31 12:00:00 AM,Vermont,76,9,29,6
2024-02-29 12:00:00 AM,Vermont,55,-21,28,-1
2024-03-31 12:00:00 AM,Vermont,77,22,35,7
2024-04-30 12:00:00 AM,Vermont,66,-11,32,-3
2024-05-31 12:00:00 AM,Vermont,87,21,37,5
2024-06-30 12:00:00 AM,Vermont,105,18,54,17
2024-07-31 12:00:00 AM,Vermont,92,-13,35,-19
2024-08-31 12:00:00 AM,Vermont,94,2,39,4
2024-09-30 12:00:00 AM,Vermont,113,19,52,13
2024-10-31 12:00:00 AM,Vermont,111,-2,62,10
2024-11-30 12:00:00 AM,Vermont,97,-14,50,-12
2024-12-31 12:00:00 AM,Vermont,139,42,62,12
2025-01-31 12:00:00 AM,Vermont,120,-19,46,-16
2025-02-28 12:00:00 AM,Vermont,120,0,52,6
2025-03-31 12:00:00 AM,Vermont,140,20,60,8
2025-04-30 12:00:00 AM,Vermont,134,-6,55,-5
2025-05-31 12:00:00 AM,Vermont,139,5,52,-3
2025-06-30 12:00:00 AM,Vermont,21,-118,10,-42
2023-05-31 12:00:00 AM,Virginia,767,0,332,0
2023-06-30 12:00:00 AM,Virginia,2137,1370,992,660
2023-07-31 12:00:00 AM,Virginia,2125,-12,864,-128
2023-08-31 12:00:00 AM,Virginia,2178,53,953,89
2023-09-30 12:00:00 AM,Virginia,2160,-18,1039,86
2023-10-31 12:00:00 AM,Virginia,2117,-43,1236,197
2023-11-30 12:00:00 AM,Virginia,2100,-17,1177,-59
2023-12-31 12:00:00 AM,Virginia,2284,184,1092,-85
2024-01-31 12:00:00 AM,Virginia,2534,250,1180,88
2024-02-29 12:00:00 AM,Virginia,2085,-449,908,-272
2024-03-31 12:00:00 AM,Virginia,2464,379,1131,223
2024-04-30 12:00:00 AM,Virginia,3096,632,1204,73
2024-05-31 12:00:00 AM,Virginia,2502,-594,1149,-55
2024-06-30 12:00:00 AM,Virginia,2324,-178,1022,-127
2024-07-31 12:00:00 AM,Virginia,2669,345,1117,95
2024-08-31 12:00:00 AM,Virginia,2754,85,1174,57
2024-09-30 12:00:00 AM,Virginia,2691,-63,1162,-12
2024-10-31 12:00:00 AM,Virginia,3235,544,1382,220
2024-11-30 12:00:00 AM,Virginia,2667,-568,1156,-226
2024-12-31 12:00:00 AM,Virginia,3051,384,1329,173
2025-01-31 12:00:00 AM,Virginia,3203,152,1401,72
2025-02-28 12:00:00 AM,Virginia,2703,-500,1224,-177
2025-03-31 12:00:00 AM,Virginia,3111,408,1366,142
2025-04-30 12:00:00 AM,Virginia,3208,97,1358,-8
2025-05-31 12:00:00 AM,Virginia,3297,89,1408,50
2025-06-30 12:00:00 AM,Virginia,738,-2559,327,-1081
2023-05-31 12:00:00 AM,Washington,446,0,167,0
2023-06-30 12:00:00 AM,Washington,1211,765,487,320
2023-07-31 12:00:00 AM,Washington,1204,-7,489,2
2023-08-31 12:00:00 AM,Washington,1259,55,508,19
2023-09-30 12:00:00 AM,Washington,1196,-63,511,3
2023-10-31 12:00:00 AM,Washington,1232,36,520,9
2023-11-30 12:00:00 AM,Washington,1314,82,564,44
2023-12-31 12:00:00 AM,Washington,1343,29,557,-7
2024-01-31 12:00:00 AM,Washington,1488,145,610,53
2024-02-29 12:00:00 AM,Washington,1426,-62,613,3
2024-03-31 12:00:00 AM,Washington,1460,34,612,-1
2024-04-30 12:00:00 AM,Washington,1605,145,657,45
2024-05-31 12:00:00 AM,Washington,1622,17,656,-1
2024-06-30 12:00:00 AM,Washington,1520,-102,653,-3
2024-07-31 12:00:00 AM,Washington,1753,233,745,92
2024-08-31 12:00:00 AM,Washington,1700,-53,703,-42
2024-09-30 12:00:00 AM,Washington,1686,-14,686,-17
2024-10-31 12:00:00 AM,Washington,1900,214,773,87
2024-11-30 12:00:00 AM,Washington,1676,-224,664,-109
2024-12-31 12:00:00 AM,Washington,1987,311,825,161
2025-01-31 12:00:00 AM,Washington,1980,-7,802,-23
2025-02-28 12:00:00 AM,Washington,1746,-234,690,-112
2025-03-31 12:00:00 AM,Washington,2072,326,884,194
2025-04-30 12:00:00 AM,Washington,2046,-26,838,-46
2025-05-31 12:00:00 AM,Washington,2162,116,923,85
2025-06-30 12:00:00 AM,Washington,461,-1701,205,-718
2023-05-31 12:00:00 AM,West Virginia,73,0,26,0
2023-06-30 12:00:00 AM,West Virginia,181,108,64,38
2023-07-31 12:00:00 AM,West Virginia,194,13,63,-1
2023-08-31 12:00:00 AM,West Virginia,209,15,93,30
2023-09-30 12:00:00 AM,West Virginia,176,-33,64,-29
2023-10-31 12:00:00 AM,West Virginia,195,19,66,2
2023-11-30 12:00:00 AM,West Virginia,188,-7,64,-2
2023-12-31 12:00:00 AM,West Virginia,191,3,68,4
2024-01-31 12:00:00 AM,West Virginia,246,55,100,32
2024-02-29 12:00:00 AM,West Virginia,172,-74,68,-32
2024-03-31 12:00:00 AM,West Virginia,185,13,63,-5
2024-04-30 12:00:00 AM,West Virginia,224,39,62,-1
2024-05-31 12:00:00 AM,West Virginia,212,-12,59,-3
2024-06-30 12:00:00 AM,West Virginia,202,-10,85,26
2024-07-31 12:00:00 AM,West Virginia,233,31,84,-1
2024-08-31 12:00:00 AM,West Virginia,226,-7,98,14
2024-09-30 12:00:00 AM,West Virginia,214,-12,89,-9
2024-10-31 12:00:00 AM,West Virginia,249,35,96,7
2024-11-30 12:00:00 AM,West Virginia,189,-60,75,-21
2024-12-31 12:00:00 AM,West Virginia,222,33,73,-2
2025-01-31 12:00:00 AM,West Virginia,208,-14,85,12
2025-02-28 12:00:00 AM,West Virginia,195,-13,70,-15
2025-03-31 12:00:00 AM,West Virginia,218,23,74,4
2025-04-30 12:00:00 AM,West Virginia,232,14,90,16
2025-05-31 12:00:00 AM,West Virginia,211,-21,73,-17
2025-06-30 12:00:00 AM,West Virginia,54,-157,24,-49
2023-05-31 12:00:00 AM,Wisconsin,138,0,54,0
2023-06-30 12:00:00 AM,Wisconsin,378,240,158,104
2023-07-31 12:00:00 AM,Wisconsin,414,36,170,12
2023-08-31 12:00:00 AM,Wisconsin,469,55,195,25
2023-09-30 12:00:00 AM,Wisconsin,446,-23,192,-3
2023-10-31 12:00:00 AM,Wisconsin,533,87,238,46
2023-11-30 12:00:00 AM,Wisconsin,510,-23,230,-8
2023-12-31 12:00:00 AM,Wisconsin,558,48,233,3
2024-01-31 12:00:00 AM,Wisconsin,585,27,243,10
2024-02-29 12:00:00 AM,Wisconsin,553,-32,237,-6
2024-03-31 12:00:00 AM,Wisconsin,610,57,250,13
2024-04-30 12:00:00 AM,Wisconsin,728,118,290,40
2024-05-31 12:00:00 AM,Wisconsin,680,-48,285,-5
2024-06-30 12:00:00 AM,Wisconsin,681,1,284,-1
2024-07-31 12:00:00 AM,Wisconsin,770,89,287,3
2024-08-31 12:00:00 AM,Wisconsin,811,41,315,28
2024-09-30 12:00:00 AM,Wisconsin,783,-28,327,12
2024-10-31 12:00:00 AM,Wisconsin,854,71,392,65
2024-11-30 12:00:00 AM,Wisconsin,784,-70,334,-58
2024-12-31 12:00:00 AM,Wisconsin,825,41,322,-12
2025-01-31 12:00:00 AM,Wisconsin,882,57,384,62
2025-02-28 12:00:00 AM,Wisconsin,785,-97,377,-7
2025-03-31 12:00:00 AM,Wisconsin,892,107,381,4
2025-04-30 12:00:00 AM,Wisconsin,938,46,406,25
2025-05-31 12:00:00 AM,Wisconsin,963,25,427,21
2025-06-30 12:00:00 AM,Wisconsin,207,-756,84,-343
2023-05-31 12:00:00 AM,Wyoming,9,0,3,0
2023-06-30 12:00:00 AM,Wyoming,19,10,8,5
2023-07-31 12:00:00 AM,Wyoming,22,3,6,-2
2023-08-31 12:00:00 AM,Wyoming,19,-3,8,2
2023-09-30 12:00:00 AM,Wyoming,17,-2,7,-1
2023-10-31 12:00:00 AM,Wyoming,24,7,10,3
2023-11-30 12:00:00 AM,Wyoming,17,-7,5,-5
2023-12-31 12:00:00 AM,Wyoming,23,6,7,2
2024-01-31 12:00:00 AM,Wyoming,29,6,15,8
2024-02-29 12:00:00 AM,Wyoming,17,-12,9,-6
2024-03-31 12:00:00 AM,Wyoming,15,-2,7,-2
2024-04-30 12:00:00 AM,Wyoming,21,6,10,3
2024-05-31 12:00:00 AM,Wyoming,16,-5,5,-5
2024-06-30 12:00:00 AM,Wyoming,31,15,19,14
2024-07-31 12:00:00 AM,Wyoming,31,0,19,0
2024-08-31 12:00:00 AM,Wyoming,27,-4,13,-6
2024-09-30 12:00:00 AM,Wyoming,30,3,10,-3
2024-10-31 12:00:00 AM,Wyoming,36,6,17,7
2024-11-30 12:00:00 AM,Wyoming,38,2,17,0
2024-12-31 12:00:00 AM,Wyoming,39,1,7,-10
2025-01-31 12:00:00 AM,Wyoming,34,-5,9,2
2025-02-28 12:00:00 AM,Wyoming,29,-5,10,1
2025-03-31 12:00:00 AM,Wyoming,31,2,10,0
2025-04-30 12:00:00 AM,Wyoming,25,-6,14,4
2025-05-31 12:00:00 AM,Wyoming,29,4,11,-3
2025-06-30 12:00:00 AM,Wyoming,5,-24,3,-8
